arch,flip_y,seed,mu_Se,mu_Se_std,mu_Sp,mu_Sp_std,mu_avg,kappa_Se,kappa_Se_std,kappa_Sp,kappa_Sp_std,kappa_avg,kappa_avg_std,kappa_obs,kappa_obs_std,cv_recall,cv_f1,cv_acc
SVM,0.5,4,0.60560217265,0.007159818678654905,0.6291161098675,0.007106327874050683,0.61735914125875,147.645107251,35.5656223333511,140.72315283125,32.940112836520754,144.184130041125,24.473634253020727,10.248831681475,0.07451698164119032,0.7424848484848484,0.7056197278235192,0.692
GB,0.5,0,0.6008613644624999,0.00743832444792292,0.5754571587924999,0.007377565466663073,0.5881592616275,130.760974493,31.16918008289427,136.75935883975,32.41022262103847,133.760166666375,22.653872593713146,14.160516415250001,0.10340677360031024,0.6084356435643565,0.6443538411177553,0.664
GB,0.5,1,0.6108889686175001,0.007754933366373667,0.6405964743899999,0.007514129119188247,0.6257427215037501,120.05575280625001,27.993684288719315,129.10168992875,30.604718561227088,124.5787213675,20.7410896383853,9.49210608075,0.06866426297999804,0.6639175257731958,0.6902614895189908,0.712
GB,0.5,2,0.6409037060575,0.007434455705219844,0.6124523937174999,0.0076157474326542995,0.6266780498875001,128.744682601,30.064233621250924,126.763596633,29.83583832887486,127.75413961699999,21.191652142802315,10.0263358045,0.0734766725872002,0.6896136672490778,0.6967922652932141,0.6950000000000001
GB,0.5,3,0.6167530157,0.007296597724511783,0.604024715505,0.007782570488866756,0.6103888656025,137.19822143375,32.74294383198981,119.29761350425001,28.806160274919485,128.24791746900001,21.864174048797928,10.601915971999999,0.07431602129883041,0.6907202484954379,0.6736805906828788,0.6609999999999999
GB,0.5,4,0.60595835998,0.0076055751707436465,0.599223699195,0.007493814599696318,0.6025910295875001,127.47253182425001,31.1526897480253,133.029889921,32.099548262288025,130.251210872625,22.534052216334977,11.45686776675,0.08325736127705372,0.6723030303030303,0.6601355865080049,0.659
MLP,0.5,0,0.502866755575,0.0077191585327840775,0.4968186992825,0.008138988302409195,0.49984272742874997,121.60106808649999,28.684109784404217,120.76758739075001,28.191876191132927,121.184327738625,20.033588501539256,99.9938829425,0.006017872221740262,0.2,0.13333333333333333,0.497
MLP,0.5,1,0.4836342975575,0.007244084357995444,0.5171553806649999,0.007462107328686623,0.50039483911125,136.727582926,32.59494358875564,135.41323517975002,31.322512573602044,136.070409052875,23.079990214469003,99.99353942375,0.006432783326149379,0.0,0.0,0.515
MLP,0.5,2,0.5122729457125001,0.007438083412860395,0.4878161812449999,0.007077255528531222,0.5000445634787499,136.43362186425,31.650528260296447,137.20878670475,31.69159815475735,136.82120428449997,21.962367936998263,99.99421187525002,0.005829737737556168,1.0,0.6746166200963675,0.509
MLP,0.5,3,0.5271541231025001,0.014772774748952156,0.4895443876625,0.00801513242673096,0.5083492553825,33.25130176075,7.870724205173408,118.91034634975,27.471903622164444,76.08082405525,14.240033822966554,77.31726801800001,0.5730545546912855,0.8,0.5386372137026687,0.5040000000000001
MLP,0.5,4,0.500746982145,0.007484102455492586,0.49945552886,0.0075225919351484035,0.5001012555025,140.16526410675,32.805032266471244,140.59034833675,32.94229847784964,140.37780622175,23.33826037969089,99.99449725525,0.005414273842640035,0.4,0.2648829431438127,0.499
